Symbol
GRINDWELL
GSFC
GSPL
GUJALKALI
GUJGASLTD
GVT&D
HAL
HARRMALAYA
HATHWAY
HATSUN
HAVELLS
HCLTECH
HDFC
HDFCAMC
HDFCBANK
HDFCLIFE
HEALTHCARE
HEG
HEIDELBERG
HERBERTS
HERITGFOOD
HEROMOTOCO
HEXT
HIMACHAL
HIMATSEIDE
HINDALCO
HINDCOPPER
HINDPETRO
HINDSYNTEX
HINDUNILVR
HINDUSTAN
HINDZINC
HOGANAS
HONAUT
HSCL
HUBTOWN
IBREALEST
IBVENTURES
ICICI
ICICIBANK
ICICIGI
ICICIPRULI
ICRA
IDBI
IDFCFIRSTB
IFBIND
IFCI
IGL
IIFL
INDHOTEL
INDIACEM
INDIAGLYCO
INDIAMART
INDIANB
INDIGO
INDOCO
INDUSINDBK
INDUSTOWER
INFIBEAM
INFY
INSILCO
INTELLECT
IOB
IOC
IONEXCHANG
IPCALAB
IPRINGS
IRCON
IRCTC
ISMT
ITC
ITDC
ITI
ITIETF
ITWSIGNO
JAGRAN
JAICORPLTD
JBCHEPHARM
JBMA
JGCHEM
JINDALPHOT
JINDALSAW
JINDALSTEL
JKCEMENT
JKPAPER
JKTYRE
JSL
JUBLFOOD
JUBLINGRY
KAJARIACER
KANSAINER
KARURVYSYA
KARUTURI
KEI
KINETIC
KMSUGAR
KNRCON
KOHINOOR
KOTAKBANK
KPEL
KPITTECH
KRBL
KRISHNA
KSB
KTKBANK
KUMARS
LALPATHLAB
LAOPALA
LAURUSLABS
LEMONTREE
LICHSGFIN
LINDEINDIA
LT
LTF
LTTS
LUPIN
LUXIND
M& M
M&M
MADURA
MAFATIND
MAHABANK
MAHSCOOTER
MAHSEAMLES
MALWA
MARICO
MARUTI
MASFIN
MASTEK
MATRIX
MCX
MERCK
MERIND
METROPOLIS
MFSL
MGL
MIDHANI
MODIXEROX
MOREPENLAB
MOTHERSON
MOTHERSUMI
MPHASIS
MRF
MRPL
NAGARFERT
NAHAR
NAHARPOLY
NAHARSPING
NAM-INDIA
NATCOPHARM
NATIONAL
NATIONALUM
NAVA
NAVINFLUOR
NCC
NESCO
NESTLEIND
NFL
NH
NIACL
NILKAMAL
NIRMA
NITCO
NLCINDIA
NMDC
NTPC
NUVOCO
OFSS
OILCOUNTUB
OLECTRA
OMAXAUTO
OMAXE
ONELIFECAP
ONGC
ONIDA
ORIENTCEM
ORIENTELEC
PATANJALI
PATNI
PATSPIN
PCBL
PDMJEPAPER
PEL
PENTAFOUR
PENTAMEDIA
PERSISTENT
PETRONET
PFIZER
PGHL
PHIL
PHILIPS
PHOENIX
PIDILITIND
PNB
POLYCAB
POLYMED
POONAWALLA
PRAJIND
PREMIERENE
PRESTIGE
PSIDATA
PUNJABCHEM
PUNJTRACT
QUESS
RAASI
RAIN
RAJESHEXPO
RALLIS
RAMCOCEM
RATNAMANI
RAYMOND
RBLBANK
RCF
RECKITT
RECLTD
REIAGRO
RELAXO
RELMEDIA
RITES
ROSSARI
ROUTE
RPGTRANS
RSWM
RVNL
SAIL
SANGHI
SANOFI
SAREGAMA
SBICARD
SBILIFE
SCHAEFFLER
SCHENECT
SCHNEIDER
SCI
SCILAL
SEQUENT
SESASTERL
SESHAPAPER
SFL
SHAWWALLA
SHOPERSTOP
SHREECEM
SHRIRAMFIN
SHYAMTEL
SIEMENS
SIS
SJVN
SKFINDIA
SKSMICRO
SOLARINDS
SONATSOFTW
SOUTHBANK
SPARC
SPICEJET
SRF
STAR
STARCEMENT
STYROLUT
SUMICHEM
SUNDARMFIN
SUNDRMFAST
SUNPHARMA
SUPRAJIT
SUPREMEIND
SWSOLAR
SYMPHONY
SYNGENE
TAKE
TATACOMM
TATACONSUM
TATAELXSI
TATAINVEST
TATAMETAL
TATAMOTORS
TATAPOWER
TATASTEEL
TCIEXP
TCNSCLOTH
TCS
TEAMLEASE
THERMAX
THIRU
THYROCARE
TIINDIA
TIMETECHNO
TIMEX
TIMKEN
TITAN
TMCV
TORNTPHARM
TORNTPOWER
TRANSPEK
TRENT
TRIDENT
TTKPRESTIG
TVTODAY
UBL
UCALFUEL
UFLEX
UJJIVAN
ULTRACEMCO
UNIONBANK
UNOMINDA
URBANCO
VARROC
VARUN
VBL
VENKEYS
VESUVIUS
VISHAL
VMART
VOLTAS
VTL
WELENT
WESTLIFE
WIDIA
WIMCO
WINDMACH
WIPRO
WOCKPHARMA
WSTCSTPAPR
ZENSARTECH
ZYDUSWELL
